Geneid,TR_AG_1,TR_AG_2,TR_AG_3,TR_SH_1,TR_SH_2,TR_SH_3
Prl3b1,0,0,0,0,0,0
Prl3a1,0,0,0,0,0,0
Prl6a1,0,0,0,0,0,0
Prl8a2,0,0,0,0,0,0
Prl2b1,0,0,0,0,0,0
Prl8a6,0,0,0,0,0,0
Prl8a8,0,0,0,0,0,0
Prl8a9,2,0,0,0,0,0
Prl8a1,0,0,0,0,0,0
Prl7b1,0,0,0,0,0,0
Prl7a1,0,5,1,0,4,6
Prl7a2,4,1,7,1,0,2
Prl7d1,0,0,0,2,0,0
Prl7c1,0,0,0,0,0,0
Prl2a1,0,1,0,0,0,0
Prl2c1,0,0,0,0,0,0
Prl4a1,0,0,0,0,0,0
Prl5a1,0,0,0,0,0,0
2610307P16Rik,30,18,28,30,30,38
Mir6368,0,0,0,0,0,0
Sox4,3316,4398,3530,4914,5614,4472
A330102I10Rik,4,3,6,3,5,7
Cdkal1,314,425,375,412,340,335
E2f3,954,1594,1129,1184,1159,1121
Mboat1,898,933,1084,849,1272,958
Agtr1a,0,4,1,17,21,19
Uqcrfs1,2962,3447,3028,2644,3326,3014
4930519D14Rik,0,0,0,0,0,0
Dusp22,279,569,252,375,445,435
Irf4,0,3,0,0,0,0
Exoc2,1128,1533,1301,1034,1063,1040
Hus1b,0,0,1,0,0,0
4930401O12Rik,0,0,0,0,0,0
Foxq1,1417,523,1384,1147,1073,1201
1700018A04Rik,25,13,36,9,20,10
Foxf2,705,550,702,681,623,720
Foxc1,163,550,158,273,364,268
Gmds,524,935,549,563,652,645
Mylk4,0,1,0,0,0,0
Wrnip1,1679,1967,1704,1660,1638,1648
Serpinb1a,402,2471,394,163,487,204
Serpinb1c,31,30,26,23,25,23
Serpinb6b,4981,3698,5526,3782,1282,3875
Serpinb9,4744,4287,5439,4245,6287,4348
Serpinb9b,5558,3768,6432,8489,6278,8543
Serpinb1b,16,68,27,22,14,24
Serpinb9c,8,18,2,8,3,3
Serpinb9d,0,9,0,4,1,8
Serpinb9e,3,7,2,5,3,1
Serpinb9f,1,1,0,0,0,0
Serpinb9g,2,2,5,2,6,1
Serpinb6d,0,0,0,0,0,0
Serpinb6e,0,0,0,0,0,0
Serpinb6c,38,25,42,53,12,49
Serpinb6a,7653,11228,8758,6444,8017,7094
1110046J04Rik,96,78,101,67,80,81
Nqo2,1171,1455,1465,1072,1106,1141
Ripk1,1603,2323,1658,1574,1786,1564
Bphl,343,345,340,237,439,281
Tubb2a,1973,3424,2182,2448,3552,2791
4930447K03Rik,0,1,4,3,1,3
Tubb2b,1279,1404,1441,2142,3093,2445
Psmg4,375,447,325,267,289,360
Slc22a23,1498,1244,1645,1253,1713,1135
Pxdc1,1075,981,1135,808,688,909
LOC101056149,35,19,35,29,26,39
Fam50b,1,0,0,0,2,2
Prpf4b,1461,2369,1585,1874,1741,1870
Fam217a,0,0,0,0,0,0
4933417A18Rik,0,0,0,0,0,0
Eci3,0,3,2,3,0,3
Eci2,1090,1669,1255,1111,1429,1192
1700011B04Rik,0,0,0,0,0,0
Cdyl,437,643,467,552,612,548
Rpp40,245,284,305,290,151,337
Ppp1r3g,0,0,0,0,0,1
Lyrm4,359,421,452,359,410,434
Fars2,579,574,620,557,479,597
Nrn1,3444,3152,3732,2007,1845,2132
F13a1,15,11,20,15,21,10
Ly86,0,0,1,0,0,0
Rreb1,752,1451,808,1047,1538,946
Ssr1,6717,11913,7588,7767,11128,7533
Cage1,30,50,63,32,58,32
Riok1,1039,1373,1095,1044,1174,1139
Dsp,5,29,3,28,22,17
Snrnp48,572,786,585,878,543,1031
Bmp6,15,14,7,6,7,6
Txndc5,8753,13266,9336,7002,11007,7178
Bloc1s5,399,548,432,464,444,453
Eef1e1,975,1096,1088,1006,709,1163
Slc35b3,300,333,267,208,331,260
Ofcc1,0,0,0,1,0,0
Tfap2a,0,41,1,55,1,29
Gcnt2,1040,1014,1098,927,1257,915
Pak1ip1,2537,2744,2838,2591,1969,2994
Tmem14c,2120,2658,2411,1968,2904,2501
Mak,6,1,0,0,5,3
Gcm2,0,0,0,0,0,0
Elovl2,1,0,0,0,3,1
Smim13,549,826,616,530,801,483
Nedd9,1255,2455,1290,1774,3045,1747
Tmem170b,375,527,412,333,358,312
Gm5082,5,12,7,6,18,3
Adtrp,23,9,15,4,1,4
Gm10790,0,0,0,0,0,0
Hivep1,1052,1376,1190,1200,1523,971
Edn1,204,259,278,327,408,365
Phactr1,415,1148,548,204,1113,174
Tbc1d7,447,582,454,440,494,481
Gfod1,1136,1761,1212,546,1001,483
Sirt5,204,228,229,135,208,129
Nol7,2232,2526,2399,2555,2127,2818
Ranbp9,2363,2378,2653,1949,2337,1913
Mcur1,618,671,654,527,634,498
Rnf182,3,7,0,3,22,1
Gm20751,0,0,0,0,0,0
Cd83,0,0,0,0,0,0
Gm5083,0,0,0,0,0,0
A330076C08Rik,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0
Jarid2,237,445,290,354,435,322
Dtnbp1,1868,2094,1963,1315,1752,1543
Mylip,117,210,117,166,96,213
Gmpr,968,553,982,656,330,729
Atxn1,655,984,647,683,994,552
Stmnd1,0,1,0,0,0,0
Rbm24,0,1,0,0,1,0
Cap2,154,369,161,166,373,168
C78339,801,1216,935,792,1368,772
Nup153,2839,3870,3128,3841,2680,3577
Kif13a,407,796,389,612,920,577
Nhlrc1,4,5,7,0,1,1
Tpmt,142,312,168,256,289,292
Kdm1b,1184,1808,1240,1524,1190,1344
Dek,4249,7203,4682,5318,4102,5144
Rnf144b,30,242,41,91,190,97
G630093K05Rik,0,0,0,0,0,0
4931429P17Rik,0,0,0,0,0,0
A330033J07Rik,2,1,0,0,12,2
Id4,4,13,1,8,35,13
A330048O09Rik,0,0,0,1,0,0
Zfp169,86,157,99,91,144,95
Mirlet7d,0,3,2,0,0,0
Mirlet7f-1,0,1,0,1,0,0
Mirlet7a-1,0,0,0,0,3,1
Ptpdc1,228,360,217,257,347,283
Barx1,0,0,0,0,0,0
Phf2,1182,2051,1327,1227,1939,1183
Fam120a,11462,15112,12279,11077,12376,10173
Fam120aos,440,482,442,198,479,225
Wnk2,3,1,2,0,4,3
Ninj1,1456,1384,1402,1155,1695,1306
1110007C09Rik,2085,2354,2222,2232,2768,2734
Susd3,1,0,3,3,0,1
Fgd3,790,755,808,1050,538,992
Bicd2,2937,3772,3246,3897,4086,3666
Ippk,607,647,636,513,557,572
Cenpp,128,179,167,156,134,164
Ecm2,6,46,2,8,9,0
Aspn,82,1412,66,38,333,48
Omd,80,281,97,95,202,88
Ogn,536,3869,626,744,2059,682
Nol8,1107,1264,1207,1657,849,1457
Iars,5173,7939,5905,6158,5261,5819
Gm906,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0
Fbxw17,404,814,437,473,518,524
Gm806,0,0,0,0,1,0
Mir683-2,0,0,0,0,0,0
Mir683-1,0,0,0,0,0,0
Mir683-2,0,0,0,0,0,0
Mir683-1,0,0,0,0,0,0
Gm904,0,0,3,1,0,2
2310081J21Rik,0,2,0,0,0,0
Gm8765,0,0,0,0,0,0
4930518P08Rik,0,3,0,0,0,0
9430083A17Rik,10,23,4,9,23,6
Spin1,2672,4832,3120,3461,4952,3234
Nxnl2,41,92,45,37,100,67
S1pr3,397,1135,437,244,375,250
Shc3,0,1,1,2,1,1
Cks2,1167,1693,1187,1410,1136,1763
Secisbp2,585,768,603,655,573,603
Sema4d,12,156,13,178,76,135
Gadd45g,647,923,667,763,525,1043
4921525O09Rik,0,8,1,0,4,0
Diras2,1,21,1,5,91,13
Gm2848,0,0,0,0,0,0
Syk,15,83,5,71,50,67
BB123696,0,2,0,1,0,0
Auh,314,432,332,292,416,340
Nfil3,754,967,930,931,1039,944
Ror2,0,690,0,15,200,17
Sptlc1,1181,1617,1358,1184,1415,1324
Gm2762,0,0,0,1,0,1
Msx2,0,21,0,0,13,0
Drd1a,0,1,0,0,0,0
Sfxn1,1836,2200,1964,1924,2151,1915
Hrh2,0,8,0,3,0,6
Cplx2,325,418,294,467,416,448
Thoc3,1182,1807,1416,1590,1365,1545
Simc1,321,551,305,361,388,343
4833439L19Rik,2428,2719,2753,2467,2716,2491
Arl10,124,173,143,120,121,127
Nop16,1207,1132,1288,1157,920,1481
Higd2a,1503,1638,1533,1205,1728,1502
Cltb,1949,2012,2129,1726,2037,1905
Faf2,3486,4818,3557,4060,3919,3907
Rnf44,2761,4327,2952,3456,3490,3448
Cdhr2,0,1,0,2,8,0
Gprin1,0,20,0,0,4,0
Sncb,1,1,0,0,2,0
Eif4e1b,0,0,0,0,0,0
Tspan17,17,299,24,228,384,271
Unc5a,3,13,0,5,6,10
Hk3,0,0,0,0,0,0
Uimc1,566,864,564,577,629,630
Zfp346,722,876,766,680,659,863
Fgfr4,0,0,0,0,1,0
Nsd1,1718,2986,1937,3142,1876,2792
Rab24,1187,1467,1400,1320,1454,1455
Prelid1,8901,10084,9105,7673,9959,8653
Mxd3,698,1074,712,614,663,853
Lman2,5940,8540,6200,4864,6698,5081
Rgs14,1,0,0,0,2,0
Slc34a1,0,0,0,0,0,0
Pfn3,0,0,0,0,0,0
F12,0,0,0,0,5,0
Grk6,2373,2938,2543,2363,2570,2348
Mir6943,0,0,0,0,0,0
Prr7,100,280,88,242,150,208
Dbn1,3787,4463,4007,3956,6061,3907
Mir6944,0,0,0,0,0,0
Pdlim7,3237,2479,3302,2206,3735,2284
Mir6945,0,0,0,0,1,0
Dok3,4,13,3,10,11,13
Ddx41,1766,1571,1871,2070,2411,2162
Fam193b,262,493,303,385,503,412
Tmed9,3707,5128,3939,2867,5391,3669
B4galt7,647,638,770,597,662,620
Caml,468,622,465,472,543,582
Ddx46,2799,4032,3069,3517,2452,3371
B230219D22Rik,2892,4032,3242,2604,4728,2526
Txndc15,1266,1990,1418,975,1931,1169
Pcbd2,256,174,198,162,280,237
Catsper3,0,0,4,0,7,1
Pitx1,0,0,0,0,0,3
H2afy,2953,3512,3008,2702,3209,2943
Tifab,1,0,1,0,0,0
Neurog1,0,0,0,0,0,0
Cxcl14,1,0,0,1,1,0
Gm10782,0,1,0,0,0,0
Slc25a48,0,0,0,17,0,21
Il9,0,0,0,0,0,0
Fbxl21,1,25,0,19,11,28
Lect2,0,6,0,0,4,0
Tgfbi,10,1042,21,39,546,39
Smad5,1409,2551,1586,1762,2294,1588
Trpc7,0,1,0,0,3,1
Spock1,1,0,0,1,0,2
Klhl3,12,7,10,4,6,2
Mir874,0,0,0,0,0,0
Hnrnpa0,9278,12792,8472,7948,10948,9423
Idnk,246,216,215,161,203,213
Ubqln1,4871,6586,5293,5521,5514,5500
Gkap1,554,800,658,400,768,436
Kif27,1,7,0,9,6,4
Mir6369,0,0,0,0,0,0
2210016F16Rik,987,748,974,774,334,876
Hnrnpk,16313,21237,18141,15550,16395,16731
Mir7-1,2,1,5,5,5,1
Rmi1,2052,2238,1911,1866,1706,1858
Slc28a3,0,0,0,0,0,0
4930455J16Rik,0,0,0,0,0,0
Ntrk2,1,0,0,0,0,0
Agtpbp1,488,985,613,655,793,551
A230056J06Rik,3,2,1,2,2,0
Naa35,1354,1708,1441,1665,1377,1678
Golm1,1407,2208,1617,1325,1406,1242
4921517D22Rik,0,0,0,0,0,0
Spata31d1a,0,0,0,0,0,0
Spata31d1b,0,0,0,0,0,0
Spata31d1d,0,0,0,0,0,0
4930528D03Rik,2,0,0,0,0,0
Isca1,1111,1596,1244,1014,1415,993
Etohd2,461,557,482,365,543,458
Zcchc6,2605,3728,2979,2496,3334,2507
A530065N20Rik,0,0,0,0,0,0
Gas1,6260,19633,6310,9298,15677,10032
Gm5084,0,2,2,0,4,4
Dapk1,16,126,17,60,108,73
BC051665,0,0,0,0,3,0
Ctsll3,0,0,0,0,1,0
4930486L24Rik,200,176,200,274,692,323
Ctla2b,308,330,313,110,958,142
Tpbpb,0,0,0,0,0,0
Ctla2a,1867,5067,2243,843,24999,932
Tpbpa,1,2,0,0,9,1
Ctsj,0,0,0,0,0,0
Ctsq,0,0,0,0,0,0
Ctsr,0,0,0,1,1,0
Cts6,0,0,0,0,0,0
Cts8,0,0,0,0,0,0
Cts8-ps,0,0,0,0,0,0
Cts7,0,0,0,0,0,0
Ctsm,0,0,0,0,0,0
Cts3,0,0,0,0,0,0
BC052688,0,0,1,0,0,0
Zfp808,143,205,162,120,182,134
Gm3604,54,64,55,10,35,16
Zfp935,134,257,164,176,222,165
Zfp934,138,199,141,169,141,155
6720489N17Rik,85,144,111,103,124,106
Mir713,0,0,0,0,0,0
Gm5141,53,38,58,43,58,48
Fbp2,0,0,0,0,0,0
Fbp1,0,0,0,0,7,0
2010111I01Rik,941,1455,1100,1215,1511,1440
Gm16907,191,327,218,295,300,325
Mir23b,0,0,0,0,0,0
Mir27b,0,0,0,0,0,0
Mir3074-1,6,4,5,4,8,8
Mir24-1,0,0,0,0,0,0
Fancc,189,301,220,214,181,207
Ptch1,173,370,173,226,209,212
Ercc6l2,890,1068,1078,988,1004,927
Hsd17b3,0,0,0,0,0,0
Slc35d2,159,245,199,177,227,188
Zfp367,2061,2229,2150,1744,1274,1666
Habp4,687,775,878,637,780,684
Cdc14b,663,1199,717,887,1019,808
1810034E14Rik,87,99,131,64,61,79
Aaed1,499,658,500,457,632,406
Ctsl,18411,18590,20465,8992,21025,10129
Cdk20,187,277,203,165,157,137
1190003K10Rik,1,0,0,0,0,0
Cntnap3,0,19,0,20,2,24
Spata31,0,0,0,0,0,0
Spata31d1c,0,0,0,0,0,0
Hiatl1,1522,2163,1798,1392,1986,1463
Olfr466,0,0,0,0,0,0
Nlrp4f,5,0,3,0,0,3
Zfp369,89,192,110,196,197,153
Gm10324,0,0,0,0,0,0
2410141K09Rik,0,0,0,0,0,0
Uqcrb,1868,2430,2011,1479,2273,1841
Gm10767,21,41,28,29,26,35
Mterfd1,400,533,456,438,527,416
Ptdss1,1862,2396,2041,1796,2272,1802
4933433G19Rik,218,287,243,281,281,229
Zfp712,35,53,33,37,45,29
Zfp708,44,62,52,56,53,31
Rslcan18,28,27,30,14,22,23
Zfp759,51,82,67,64,68,56
Rsl1,102,117,97,106,96,115
Zfp455,49,56,53,33,42,28
Zfp458,38,70,69,44,63,41
F630042J09Rik,3,5,4,0,0,1
Zfp457,4,2,1,3,4,5
Zfp595,78,185,90,92,116,102
Zfp953,94,170,136,134,118,102
Zfp456,32,44,33,26,12,23
Zfp429,89,125,110,104,69,124
Zfp459,14,10,15,9,3,7
Zfp874a,169,244,182,196,177,166
Zfp874b,141,215,167,147,177,174
Zfp58,94,161,110,126,160,134
Zfp87,187,325,237,195,283,209
Zfp748,194,253,209,249,267,207
AA987161,211,305,235,261,236,228
A530054K11Rik,264,371,275,290,302,243
Zfp738,205,357,224,233,300,216
Zfp65,389,485,437,392,393,362
Zfp85os,45,34,45,35,24,29
Zfp85,48,70,36,44,58,62
Zfp493,81,45,99,55,33,37
4930525G20Rik,24,13,18,4,3,4
Zfp273,23,59,27,34,34,38
BC048507,1,0,0,0,0,0
Mtrr,829,918,853,908,705,899
Fastkd3,435,596,454,455,408,510
1700001L19Rik,5,12,1,1,8,9
Adcy2,0,1,0,0,0,1
Papd7,1353,1921,1447,1254,1157,1240
Srd5a1,322,506,365,307,308,330
Nsun2,5514,6420,5813,5613,4143,5701
Ube2ql1,2,0,0,0,0,0
Med10,1110,1100,1057,971,1051,1170
1700084F23Rik,0,0,0,0,0,0
4930520P13Rik,0,0,0,0,0,0
1700100L14Rik,0,0,0,0,0,0
BC018507,1487,2334,1638,1625,2046,1604
Adamts16,2,3,0,2,4,1
8030423J24Rik,0,0,0,0,0,0
Irx1,24,548,12,24,31,37
Gm20554,22,37,29,1,10,0
Irx2,207,323,224,1,65,2
D730050B12Rik,0,0,0,0,0,0
Irx4,0,0,0,0,0,0
Ndufs6,1113,1189,1142,946,1403,1145
Mrpl36,1100,1110,1160,856,1398,1103
D630045M09Rik,2,5,4,9,7,7
Lpcat1,378,560,399,385,393,424
Slc6a3,0,0,0,0,1,0
Clptm1l,5292,5396,5988,4640,5154,4820
Tert,175,166,199,211,104,173
Slc6a18,0,0,0,0,0,0
Slc6a19,1,0,3,3,0,2
Slc6a19os,0,0,0,0,0,0
Slc12a7,881,908,933,1394,1304,1290
Nkd2,2,2,0,0,16,0
Trip13,776,1326,907,1104,660,1089
Brd9,715,1220,809,867,1007,949
Zdhhc11,0,0,0,0,0,0
Tppp,2,4,8,5,7,12
Cep72,106,143,110,196,129,152
Slc9a3,0,0,0,0,0,0
Exoc3,1403,1701,1590,1390,1401,1343
Ahrr,84,2,133,68,6,63
Pdcd6,2076,2563,2365,1981,2032,2386
Sdha,5938,8466,6300,5565,7829,5868
Ccdc127,1742,2545,1958,1491,2309,1594
Lrrc14b,218,198,236,100,200,158
Zfp72,27,51,55,54,45,55
Mir692-2a,0,0,0,0,0,0
Mir692-2b,0,0,0,0,0,0
Zfp825,127,152,185,164,126,147
Erap1,1115,1313,1288,867,662,899
Cast,4690,6843,5546,4500,5116,4277
Pcsk1,2,4,2,7,7,0
Mir682,45,59,50,46,66,50
Ell2,1058,1488,1177,912,1627,888
Glrx,175,349,187,155,264,140
Rhobtb3,1335,2545,1547,2437,2052,2226
Spata9,17,23,8,20,14,23
Rfesd,198,276,231,187,227,207
Gpr150,0,0,0,0,0,0
Arsk,237,466,281,241,285,233
Ttc37,1133,1835,1258,1287,1323,1166
Mctp1,273,159,329,14,320,29
Ankrd32,590,893,644,647,559,771
2210408I21Rik,84,146,111,106,78,95
Fam172a,880,1420,1040,631,1094,690
Pou5f2,0,0,0,0,0,0
Nr2f1,258,579,218,161,214,151
A830082K12Rik,147,181,179,68,68,59
Arrdc3,578,1526,681,915,1119,868
5430425K12Rik,0,6,5,4,0,1
9330111N05Rik,1,0,2,0,3,0
Gpr98,0,6,1,5,4,9
Lysmd3,632,1105,684,761,975,728
Polr3g,171,261,207,194,118,151
Mblac2,94,134,117,94,85,69
Cetn3,1302,1766,1541,1445,1578,1626
Mef2c,464,477,479,177,49,172
C130071C03Rik,0,0,0,0,0,0
Mir9-2,2,0,0,0,0,0
2810049E08Rik,0,0,0,0,0,0
Tmem161b,300,403,382,293,312,297
Ccnh,822,1365,971,816,909,967
Rasa1,3083,3783,3477,1857,3493,1814
Cox7c,3341,3855,3570,2492,4206,3418
Edil3,5,1,2,3,10,2
Hapln1,0,0,0,4,0,0
Vcan,5216,11513,5974,4522,12094,3935
Xrcc4,310,338,391,360,441,287
Tmem167,2733,3428,3046,2315,3597,2593
Atp6ap1l,0,0,0,0,0,0
Rps23,17380,18719,17593,15732,16358,18447
Atg10,161,165,166,94,175,114
A830009L08Rik,3,0,1,1,0,0
Ssbp2,1125,1199,1165,1037,1641,1151
4833422C13Rik,33,79,38,34,116,36
Acot12,1,2,0,0,2,0
Zcchc9,539,793,593,589,697,658
Ckmt2,0,0,0,0,0,0
Rasgrf2,57,37,69,31,75,39
Msh3,560,714,665,526,698,580
Dhfr,1512,1938,1716,1786,1149,1988
Ankrd34b,0,0,1,1,0,0
Fam151b,48,54,55,53,13,68
Zfyve16,652,1157,797,801,1092,779
Spz1,0,0,0,1,0,2
Serinc5,1057,2456,1224,1511,3501,1442
Thbs4,0,2,1,0,0,0
Mtx3,321,563,372,423,434,471
Cmya5,9,17,10,20,3,9
Gm4814,0,0,0,0,0,0
A630019I02Rik,0,2,2,11,0,4
Papd4,1166,2151,1395,1398,1541,1434
Homer1,339,351,364,263,396,307
Jmy,856,1194,971,873,1435,771
Bhmt,0,0,0,0,13,0
Bhmt2,0,0,0,0,1,0
Dmgdh,0,0,0,1,3,1
AW495222,0,0,0,0,0,0
Arsb,1664,4149,1958,1935,2515,1991
Mir5624,0,0,0,0,0,0
Lhfpl2,1285,2545,1429,835,1200,830
Scamp1,849,1375,963,903,1466,888
Gm9776,103,95,116,76,115,77
Ap3b1,2116,3483,2517,2417,2905,2469
Tbca,1659,2255,1806,1337,2234,1957
Otp,0,0,0,0,0,0
Wdr41,803,1147,841,784,1069,734
Pde8b,27,35,23,54,77,62
Zbed3,560,969,519,742,611,726
Mir1940,0,0,0,0,0,0
Snora47,0,0,1,0,0,1
Aggf1,1983,1887,1988,1894,2125,1885
Crhbp,5,13,7,9,16,10
S100z,3,1,2,2,0,6
F2rl1,512,806,542,1135,230,1148
F2r,5758,6752,6466,6217,10024,5724
Iqgap2,18,33,12,38,80,48
F2rl2,3,0,4,0,2,0
Sv2c,0,62,0,45,11,29
Poc5,511,647,486,695,474,733
Ankdd1b,35,46,46,36,33,41
Polk,463,487,579,404,390,489
Col4a3bp,2187,2242,2496,2279,2956,2277
Hmgcr,2337,3422,2622,2836,2777,2727
Gcnt4,11,29,5,1,71,1
1700029F12Rik,0,0,0,0,0,0
Fam169a,22,18,23,19,11,15
Nsa2,2856,3639,3226,3308,2994,3380
Gfm2,890,1572,1108,1276,1298,1311
Hexb,1696,2745,1790,1940,2686,1908
Enc1,1952,2801,2090,2002,1837,1893
Gm2373,52,79,66,73,39,71
Gm5086,0,0,0,0,0,0
Arhgef28,116,188,163,169,489,182
Utp15,1219,1475,1306,1645,1068,1683
Ankra2,403,476,462,419,622,497
Btf3,8366,9999,9370,9013,8750,10191
Foxd1,0,5,1,143,123,113
2310005E17Rik,0,0,0,0,0,0
Tmem174,0,0,0,0,0,0
Tmem171,43,32,29,177,19,188
Fcho2,1156,1741,1263,1434,1511,1298
Tnpo1,4570,7708,5060,6448,5668,5613
1700024P04Rik,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0
Zfp366,0,0,0,2,0,0
Ptcd2,796,897,927,858,752,841
Mrps27,1024,1248,1181,1472,1055,1604
6430562O15Rik,253,354,308,344,266,432
Map1b,3679,5702,4226,3275,2978,2471
Cartpt,0,2,0,0,0,2
Mccc2,402,554,449,529,618,580
Bdp1,940,1270,1003,1352,912,1088
Serf1,183,223,186,171,167,249
Smn1,963,1105,940,1215,809,1311
Naip2,357,1085,393,398,1417,422
Naip5,7,26,8,14,20,1
Naip6,4,3,7,1,18,0
Naip7,0,0,0,0,0,0
Naip1,2,1,3,0,0,0
Gtf2h2,452,549,542,563,493,647
Ocln,4,1,0,1,4,2
Marveld2,1,1,1,4,0,2
Rad17,745,925,797,840,792,892
Ak6,604,618,648,625,484,646
Taf9,1457,2144,1732,1935,1647,2026
Ccdc125,32,41,48,30,43,31
Cdk7,1033,1732,1148,1134,1926,1307
Mrps36,727,727,736,674,843,815
Cenph,392,615,496,607,437,723
Ccnb1,1998,3712,2350,3824,2165,4190
Slc30a5,1999,2753,2073,1734,2738,1751
5930438M14Rik,1,0,2,0,2,0
4933416M06Rik,1,0,0,1,0,4
4922502H24Rik,0,0,0,0,0,0
Pik3r1,1967,4443,1989,2953,3245,2800
Cd180,0,0,0,0,0,0
Mast4,2256,2887,2557,1930,2722,1662
Srek1,925,1480,1109,1060,977,1067
Erbb2ip,3520,5149,4148,4869,4997,4416
Nln,1254,1829,1418,1602,1346,1538
Sgtb,159,259,173,168,181,172
Trappc13,1553,2121,1837,1913,2058,1941
Trim23,509,675,609,614,605,637
Ppwd1,486,638,528,756,566,743
Cenpk,368,644,479,538,420,544
Adamts6,267,542,275,387,452,366
Cwc27,818,859,885,1015,695,974
Srek1ip1,404,587,481,501,383,485
Fam159b,0,0,0,0,0,1
Rgs7bp,0,1,0,1,1,1
4933425L06Rik,0,0,0,0,0,0
Rnf180,0,1,0,0,1,0
Htr1a,0,0,0,0,0,0
Ipo11,1518,2056,1745,2150,1625,2137
Dimt1,492,533,479,480,469,553
Kif2a,1505,2421,1732,2129,2058,1918
3830408C21Rik,42,58,39,23,50,20
AI197445,0,2,1,1,8,1
1700006H21Rik,0,0,0,0,0,1
Zswim6,177,198,233,198,245,219
Mir325,0,0,0,0,0,0
Smim15,1099,1499,1314,1124,1229,1233
Ndufaf2,477,576,556,514,530,609
Ercc8,179,144,186,173,99,233
Elovl7,61,79,67,200,82,202
Depdc1b,219,293,229,346,209,335
Pde4d,301,325,352,242,386,222
Mir582,0,0,0,0,0,0
Mir1904,0,0,0,0,0,0
Rab3c,4,2,2,4,1,3
Gapt,0,1,0,0,0,0
Plk2,6898,6882,7450,8061,3289,7783
3110015C05Rik,0,0,0,0,0,0
Actbl2,0,0,0,0,0,0
Gpbp1,2563,3630,3000,3303,2811,3309
Mier3,417,666,455,523,587,495
Map3k1,234,397,263,803,416,666
Ankrd55,26,46,32,21,11,15
Il6st,4911,9988,5547,6383,5769,5897
Il31ra,4,25,3,5,16,11
Ddx4,125,155,111,95,109,173
Slc38a9,216,284,229,265,241,277
Ppap2a,1590,4359,1747,1853,3356,2220
Skiv2l2,2564,3434,2931,3855,2494,3674
Dhx29,1223,1532,1287,1375,1107,1326
Ccno,6,13,11,14,7,30
Mcidas,9,7,11,4,2,6
Cdc20b,3,0,0,0,0,0
Mir449c,0,0,0,0,0,0
Mir449b,0,0,0,0,0,0
Mir449a,0,0,0,0,0,0
Gpx8,1989,2473,2434,1470,2090,1637
Gzma,0,1,0,0,0,0
Gzmk,0,0,0,0,0,0
Esm1,0,0,1,2,3,2
4921509O07Rik,0,0,0,0,0,0
Snx18,1112,2008,1209,1563,1995,1422
Hspb3,0,0,0,0,0,0
Arl15,339,429,386,332,296,313
A430090L17Rik,0,1,0,0,0,0
Ndufs4,1061,1249,1215,855,1172,1076
Fst,2,7,3,21,7,19
4930544M13Rik,0,0,0,0,0,0
Mocs2,925,1052,940,774,912,1018
Itga2,18,6,14,6,11,8
Itga1,169,460,222,253,1106,233
Pelo,815,1033,896,942,1365,965
Isl1,80,217,83,65,73,60
Parp8,775,846,956,598,779,573
Gm6416,0,0,0,2,0,0
Emb,929,1048,1096,902,697,885
Hcn1,30,16,16,5,16,6
4933413L06Rik,0,0,0,0,0,0
Mrps30,1352,1610,1337,1851,1359,1902
1700003P14Rik,0,0,0,0,0,0
Fgf10,3922,4907,4568,2947,4285,2789
Nnt,3208,4544,3446,2842,4089,2790
Paip1,1785,2380,1900,1959,2422,1890
4833420G17Rik,674,910,682,715,785,808
3110070M22Rik,0,0,0,0,2,0
Gm7120,140,118,109,140,297,155
Ccl28,9,30,13,12,29,24
1700074H08Rik,3,0,0,1,0,0
Hmgcs1,3446,7290,4001,5554,5458,5444
Nim1k,63,131,68,83,131,110
Zfp131,1284,1493,1500,1291,1396,1384
AF067063,0,0,0,1,0,0
Tcstv1,0,0,1,1,0,1
B020031M17Rik,0,1,3,1,0,3
Gm20767,2,0,1,3,1,2
AF067061,0,0,0,0,0,3
BC147527,0,2,0,1,1,8
Tcstv3,0,1,3,2,1,0
Gm2897,0,2,0,0,0,0
Gm5795,0,0,0,0,0,0
D830030K20Rik,0,0,0,0,0,0
1700110I01Rik,0,1,0,0,0,0
Gm10413,0,0,0,0,0,0
Gm5795,0,0,0,0,0,0
Gm3020,0,0,0,0,0,0
Gm10409,0,0,0,0,0,0
Gm10408,0,0,0,0,0,0
1700110I01Rik,0,0,0,0,0,0
Gm10413,0,0,0,0,0,0
Gm5795,0,0,0,0,0,0
Gm3020,0,0,0,0,0,0
Gm10409,0,0,0,0,0,0
Gm10408,0,0,0,0,0,0
1700110I01Rik,0,0,0,0,0,0
Gm3002,0,0,0,0,0,0
D830030K20Rik,0,0,0,0,0,0
Gm5796,0,0,0,0,0,0
Gm3264,0,0,0,0,1,0
Gm3264,0,0,0,0,0,0
4930555G01Rik,0,0,0,0,0,0
Gm3488,0,0,0,0,0,0
Gm3317,0,0,0,0,0,0
Gm3500,0,0,0,0,0,0
Gm3383,0,0,0,0,0,0
Gm3488,0,0,0,0,0,0
Gm3317,0,0,0,0,0,0
Gm3500,0,0,0,0,0,0
Gm3383,0,0,0,0,0,0
LOC100861615,0,0,0,0,0,0
